PLAYER,SEASON,AGE,HEIGHT,MPG,PPG,GP,W,TRB,AST,STL,BLK,TOV,FG%,TS%,USG%,NET_RATING,OREB_PCT,DREB_PCT,AST_PCT,WIN_RATE,PEAK_AGE_DIST,PREV_PPG,PREV_PPG_2,PREV_USG%,PREV_GP,PPG_MOMENTUM,CAREER_SEASON_NUM,REALE_NEXT_PPG,PREDIZIONE
Russell Westbrook,2023-24,35.0,193.04,22.5,11.1,68,45,5.0,4.5,1.1,0.3,2.1,0.454,0.514,0.239,3.7,0.062,0.154,0.285,0.662,8.0,15.9,18.5,0.266,73.0,-3.1500000000000017,16,13.3,10.2
Sam Hauser,2023-24,26.0,200.66,22.0,9.0,79,62,3.5,1.0,0.5,0.3,0.4,0.446,0.629,0.146,14.2,0.025,0.122,0.06199999999999999,0.785,1.0,6.4,2.5,0.141,80.0,3.8999999999999995,3,8.5,9.7
Sam Merrill,2023-24,28.0,193.04,17.5,8.0,61,36,2.0,1.8,0.3,0.1,0.3,0.402,0.598,0.17,-0.3,0.02,0.091,0.149,0.59,1.0,5.0,4.2,0.177,5.0,1.0,4,7.2,7.8
Sandro Mamukelashvili,2023-24,25.0,205.74,9.8,4.1,46,12,3.2,1.1,0.2,0.3,0.4,0.47100000000000003,0.559,0.169,4.1,0.088,0.209,0.158,0.261,2.0,6.1000000000000005,3.7999999999999994,0.177,43.0,2.3000000000000003,3,6.3,5.7
Santi Aldama,2023-24,23.0,213.36,26.5,10.7,61,23,5.8,2.3,0.7,0.9,1.1,0.435,0.539,0.177,-8.3,0.040999999999999995,0.173,0.134,0.377,4.0,9.0,4.1,0.157,77.0,4.899999999999998,3,12.5,9.5
Scoot Henderson,2023-24,20.0,190.5,28.5,14.0,62,18,3.1,5.4,0.8,0.2,3.4,0.385,0.489,0.26,-13.0,0.027,0.083,0.3,0.29,7.0,14.0,14.0,0.26,62.0,0.0,1,12.7,14.6
Scottie Barnes,2023-24,22.0,200.66,34.9,19.9,60,22,8.2,6.1,1.3,1.5,2.8,0.475,0.566,0.23999999999999996,-3.2,0.064,0.167,0.253,0.367,5.0,15.300000000000002,15.3,0.2,77.0,-1.165948848400113e-15,3,19.3,20.6
Scotty Pippen Jr.,2023-24,23.0,185.42000000000002,25.1,12.900000000000002,21,5,3.2,4.7,1.6999999999999997,0.5,2.7,0.493,0.596,0.227,-7.5,0.039,0.088,0.31,0.23799999999999996,4.0,2.3,2.3,0.231,6.0,0.0,2,9.9,12.8
Seth Curry,2023-24,33.0,185.42000000000002,14.0,5.1,44,25,1.5,1.0,0.5,0.1,0.5,0.392,0.519,0.159,3.1,0.028,0.078,0.1,0.568,6.0,9.2,15.0,0.188,61.0,-1.6500000000000006,10,6.5,6.2
Shaedon Sharpe,2023-24,21.0,195.58,33.1,15.9,32,8,5.0,2.9,0.9,0.4,2.3,0.406,0.524,0.22,-10.3,0.036,0.116,0.138,0.25,6.0,9.9,9.9,0.186,80.0,0.0,2,18.5,15.8
Shai Gilgeous-Alexander,2023-24,25.0,198.12,34.0,30.1,75,55,5.5,6.2,2.0,0.9,2.2,0.535,0.636,0.317,11.3,0.026,0.128,0.287,0.733,2.0,31.4,24.5,0.318,68.0,3.849999999999995,6,32.7,30.1
Shake Milton,2023-24,27.0,195.58,12.1,4.5,48,32,1.6000000000000003,1.3,0.4000000000000001,0.10000000000000002,0.6,0.405,0.49899999999999994,0.17299999999999996,-4.8,0.023000000000000003,0.102,0.149,0.6670000000000001,0.0,8.4,8.2,0.175,76.0,-2.2999999999999994,6,5.5,6.4
Sidy Cissoko,2023-24,20.0,198.12,11.699999999999998,3.7999999999999994,12,5,1.8,0.8000000000000002,0.6,0.3,0.3,0.48500000000000004,0.568,0.124,8.7,0.055,0.082,0.09500000000000001,0.417,7.0,3.7999999999999994,3.7999999999999994,0.124,12.0,0.0,1,1.5,6.4
Simone Fontecchio,2023-24,28.0,200.66,24.9,10.5,66,29,3.7,1.5,0.7,0.3,1.0,0.46,0.6,0.159,-1.5,0.037,0.107,0.084,0.439,1.0,6.299999999999999,6.299999999999999,0.192,52.0,0.0,2,5.9,9.0
Spencer Dinwiddie,2023-24,31.0,195.58,28.3,10.5,76,38,2.7,4.7,0.7,0.3,1.2,0.392,0.543,0.161,1.6,0.014,0.077,0.217,0.5,4.0,17.3,13.7,0.22,79.0,5.300000000000002,10,11.0,9.0
Stanley Umude,2023-24,25.0,198.12,12.800000000000002,5.3,24,4,2.1,0.5,0.3,0.3,0.6,0.44,0.647,0.15,-9.7,0.027,0.13,0.053,0.167,2.0,2.0,2.0,0.5,1.0,0.0,2,0.7,5.3
Stephen Curry,2023-24,36.0,187.96,32.7,26.4,74,43,4.5,5.1,0.7,0.4,2.8,0.45000000000000007,0.616,0.302,2.7,0.014999999999999998,0.11599999999999999,0.241,0.581,9.0,29.4,25.5,0.297,56.0,-1.300000000000001,15,24.5,23.8
Svi Mykhailiuk,2023-24,27.0,200.66,10.1,4.0,41,32,1.2,0.8999999999999999,0.3,0.0,0.3,0.41600000000000004,0.575,0.156,18.5,0.027,0.093,0.10400000000000001,0.78,0.0,6.9,4.6,0.191,32.0,-0.8000000000000005,6,8.8,4.7
T.J. McConnell,2023-24,32.0,185.42000000000002,18.2,10.2,71,40,2.7,5.5,1.0,0.1,1.5,0.556,0.586,0.229,3.6999999999999997,0.028,0.125,0.406,0.563,5.0,8.7,8.5,0.182,75.0,0.04999999999999972,9,9.1,9.9
Taj Gibson,2023-24,39.0,205.74,10.2,1.7,20,8,1.9,0.6,0.2,0.4,0.3,0.4050000000000001,0.449,0.092,-5.3,0.05600000000000001,0.125,0.071,0.4,12.0,3.4,4.4,0.151,49.0,-1.0000000000000013,15,2.9,2.6
Talen Horton-Tucker,2023-24,23.0,193.04,19.8,10.1,51,14,2.4,3.5,0.9,0.4,1.3,0.396,0.503,0.234,-5.4,0.02,0.09399999999999999,0.265,0.275,4.0,10.7,10.0,0.25,65.0,0.8499999999999979,5,6.5,9.3
Tari Eason,2023-24,23.0,203.2,21.8,9.8,22,12,7.0,1.2,1.4,0.9,0.9,0.466,0.528,0.188,9.4,0.088,0.203,0.087,0.545,4.0,9.3,9.3,0.184,82.0,0.0,2,12.0,10.0
Taurean Prince,2023-24,30.0,198.12,27.0,8.9,78,44,2.9,1.5,0.7,0.4,0.9,0.442,0.579,0.134,-2.6,0.01,0.095,0.073,0.564,3.0,9.1,7.3,0.165,54.0,-0.20000000000000034,8,8.2,8.2
Terance Mann,2023-24,27.0,195.58,25.0,8.8,75,47,3.4,1.6,0.6,0.2,0.6,0.515,0.615,0.135,1.9,0.05,0.088,0.086,0.627,0.0,8.8,10.8,0.149,81.0,0.9000000000000004,5,7.699999999999999,8.9
Terry Rozier,2023-24,30.0,185.42000000000002,33.4,19.8,61,22,4.0,5.6,1.0,0.3,1.7,0.443,0.555,0.253,-7.0,0.017,0.11,0.268,0.361,3.0,21.1,19.3,0.262,63.0,0.35000000000000164,9,10.6,17.1
Thomas Bryant,2023-24,26.0,208.28,11.6,5.7,38,22,3.6999999999999997,0.6,0.3,0.4,0.6,0.577,0.639,0.187,2.1,0.093,0.233,0.079,0.579,1.0,9.8,7.4,0.181,59.0,-2.2500000000000004,7,6.5,6.0
Tim Hardaway Jr.,2023-24,32.0,195.58,26.800000000000004,14.400000000000002,79,49,3.2,1.8000000000000003,0.5,0.1,0.9000000000000001,0.402,0.542,0.22,-0.1,0.01,0.10600000000000001,0.094,0.62,5.0,14.4,14.2,0.201,71.0,-1.1000000000000028,11,11.0,13.5
Tobias Harris,2023-24,31.0,203.2,33.8,17.2,70,41,6.5,3.1,1.0,0.7,1.3,0.48699999999999993,0.576,0.203,4.6,0.033,0.156,0.136,0.586,4.0,14.7,17.2,0.18,74.0,-2.3999999999999986,13,13.7,15.0
Torrey Craig,2023-24,33.0,195.57999999999998,19.8,5.7,53,22,4.1,1.1,0.6,0.4000000000000001,0.6,0.43,0.568,0.12100000000000001,-7.3,0.062,0.148,0.074,0.4149999999999999,6.0,7.4,6.6,0.128,79.0,0.9499999999999997,7,4.2,4.2
Tosan Evbuomwan,2023-24,23.0,200.66,21.6,5.9,17,1,3.5,0.9,0.4,0.3,0.5,0.507,0.616,0.108,-15.6,0.047,0.122,0.063,0.059,4.0,5.9,5.9,0.108,17.0,0.0,1,9.5,4.9
Toumani Camara,2023-24,24.0,200.66,24.8,7.5,70,19,4.9,1.2,0.9,0.5,1.2,0.45,0.547,0.134,-4.6,0.073,0.119,0.072,0.271,3.0,7.5,7.5,0.134,70.0,0.0,1,11.3,6.8
Trae Young,2023-24,25.0,185.42000000000002,36.0,25.7,54,22,2.8,10.8,1.3,0.2,4.4,0.43,0.585,0.289,-2.5,0.011,0.065,0.435,0.407,2.0,26.2,28.400000000000002,0.313,73.0,0.4499999999999963,6,24.2,26.9
Trayce Jackson-Davis,2023-24,24.0,205.74,16.6,7.9,68,39,5.0,1.2,0.4,1.1,0.7,0.702,0.692,0.157,1.1,0.114,0.172,0.103,0.574,3.0,7.9,7.9,0.157,68.0,0.0,1,6.6,9.5
Tre Jones,2023-24,24.0,185.42000000000002,27.799999999999997,10.0,77,21,3.7999999999999994,6.2,1.0,0.1,1.5,0.505,0.591,0.149,-0.8999999999999999,0.026,0.104,0.298,0.273,3.0,12.9,6.0,0.189,68.0,5.199999999999999,4,7.2,11.0
Trendon Watford,2023-24,23.0,203.2,13.6,6.9,63,25,3.1,1.3,0.4,0.3,1.0,0.527,0.611,0.203,-3.8,0.059,0.162,0.148,0.397,4.0,7.4,7.599999999999999,0.158,62.0,-0.19999999999999934,3,10.2,7.7
Trevelin Queen,2023-24,27.0,195.58,11.8,2.9,14,5,1.4,1.3,0.5,0.4,0.5,0.368,0.462,0.137,0.2,0.021,0.101,0.165,0.35699999999999993,0.0,3.0,4.3,0.194,7.0,-1.3000000000000003,3,4.9,5.7
Trey Jemison III,2023-24,24.0,208.28,23.0,6.8,25,5,5.4,1.1,0.5,1.1,1.4,0.551,0.582,0.132,-7.3,0.105,0.131,0.069,0.2,3.0,6.8,6.8,0.132,25.0,0.0,1,2.5,5.2
Trey Lyles,2023-24,28.0,205.74,20.0,7.2,58,33,4.4,1.2,0.3,0.3,0.7,0.44499999999999995,0.596,0.139,7.7,0.052,0.166,0.079,0.569,1.0,7.6,10.5,0.174,74.0,1.3000000000000007,9,6.5,6.5
Trey Murphy III,2023-24,24.0,203.2,29.7,14.8,57,35,4.9,2.2,0.9,0.5,0.6,0.443,0.612,0.18200000000000002,7.0,0.025,0.139,0.104,0.614,3.0,14.5,5.4,0.159,79.0,9.099999999999996,3,21.2,16.4
Tristan Thompson,2023-24,33.0,205.74,11.2,3.3,49,28,3.6,1.0,0.2,0.3,0.6,0.613,0.567,0.132,-0.5,0.13,0.179,0.134,0.571,6.0,6.0,7.6,0.168,57.0,-3.0,12,1.7,3.1
Tyler Herro,2023-24,24.0,195.58,33.5,20.8,42,23,5.3,4.5,0.7,0.1,2.2,0.44099999999999995,0.558,0.268,1.0,0.012999999999999998,0.14,0.21800000000000003,0.548,3.0,20.1,20.7,0.25,67.0,2.499999999999998,5,23.9,20.9
Tyrese Haliburton,2023-24,24.0,195.58,32.2,20.1,69,40,3.8999999999999995,10.9,1.2,0.7,2.3,0.477,0.605,0.239,6.2,0.016,0.102,0.444,0.58,3.0,20.7,15.300000000000002,0.238,56.0,3.850000000000002,4,18.6,21.3
Tyrese Maxey,2023-24,23.0,187.96,37.5,25.9,70,43,3.7,6.2,1.0,0.5,1.7,0.45,0.573,0.273,5.2,0.014,0.085,0.257,0.614,4.0,20.3,17.5,0.23600000000000002,60.0,6.15,4,26.300000000000004,25.4
Tyus Jones,2023-24,28.0,185.42000000000002,29.3,12.0,66,11,2.7,7.3,1.1,0.3,1.0,0.489,0.578,0.161,-11.9,0.01,0.081,0.331,0.167,1.0,10.3,8.7,0.175,80.0,1.999999999999999,9,10.2,11.0
Vasilije Micic,2023-24,30.0,190.5,19.6,7.0,60,34,1.5,4.4,0.5,0.1,1.7,0.43,0.524,0.189,-3.1,0.013,0.063,0.307,0.567,3.0,7.0,7.0,0.189,60.0,0.0,1,6.599999999999999,6.6
Victor Wembanyama,2023-24,20.0,223.52,29.699999999999996,21.4,71,19,10.6,3.8999999999999995,1.2,3.6,3.6999999999999997,0.465,0.565,0.312,-3.2,0.074,0.273,0.213,0.268,7.0,21.4,21.4,0.312,71.0,0.0,1,24.3,24.9
Vince Williams Jr.,2023-24,23.0,193.04,27.6,10.0,52,18,5.6,3.3999999999999995,0.9000000000000001,0.7,1.8000000000000003,0.446,0.597,0.155,-3.0,0.039,0.163,0.177,0.346,4.0,2.0,2.0,0.176,15.0,0.0,2,6.6,9.2
Vít Krejčí,2023-24,24.0,203.2,24.6,6.1,22,9,2.4,2.3,0.6,0.3,0.9,0.49,0.633,0.098,-0.3,0.02,0.084,0.114,0.409,3.0,1.2,6.2,0.108,29.0,-5.000000000000001,3,7.2,6.4
Walker Kessler,2023-24,22.0,213.36,23.3,8.1,64,26,7.5,0.9,0.5,2.4,1.0,0.654,0.663,0.127,-4.5,0.109,0.199,0.058,0.406,5.0,9.2,9.2,0.13,74.0,0.0,2,11.1,9.7
Wendell Carter Jr.,2023-24,25.0,208.28,25.6,11.0,55,30,6.9,1.7,0.6,0.5,1.2,0.525,0.623,0.172,1.1,0.083,0.207,0.1,0.545,2.0,15.2,15.0,0.20400000000000001,57.0,2.000000000000001,6,9.1,10.7
Xavier Tillman,2023-24,25.0,200.66,18.0,5.3,54,30,3.9,1.4,0.9,0.8,0.6,0.434,0.472,0.146,-2.9,0.066,0.149,0.116,0.556,2.0,7.0,4.8,0.136,61.0,0.20000000000000048,4,1.0,5.9
Zach Collins,2023-24,26.0,210.82,22.1,11.2,69,19,5.4,2.8,0.5,0.8,1.9,0.484,0.565,0.224,-11.4,0.073,0.162,0.196,0.275,1.0,11.6,7.8,0.209,63.0,2.2999999999999985,6,6.4,10.4
Zach LaVine,2023-24,29.0,195.58,34.9,19.5,25,10,5.2,3.9,0.8,0.3,2.1,0.452,0.578,0.23799999999999996,-5.4,0.009,0.134,0.172,0.4,2.0,24.8,24.4,0.278,77.0,-1.2999999999999996,10,23.3,18.5
Zeke Nnaji,2023-24,23.0,205.74,9.9,3.2,58,41,2.2,0.6,0.3,0.7,0.5,0.463,0.528,0.15,-11.9,0.099,0.103,0.07999999999999999,0.707,4.0,5.2,6.599999999999999,0.149,53.0,1.0000000000000007,4,3.2,6.2
Ziaire Williams,2023-24,22.0,205.74,20.3,8.2,51,20,3.5,1.5,0.7,0.2,1.3,0.397,0.511,0.192,-9.9,0.031,0.138,0.118,0.392,5.0,5.7,8.1,0.178,37.0,-2.400000000000001,3,10.0,8.2
Zion Williamson,2023-24,23.0,198.12,31.5,22.9,70,42,5.8,5.0,1.1,0.7,2.8,0.57,0.61,0.285,2.9,0.055,0.127,0.256,0.6,4.0,26.0,27.0,0.2879999999999999,29.0,1.7499999999999978,4,24.6,25.3
